,PatternID,Text,Cause,Effect
2928,15,"It is odorless, but the breakdown of sebum by bacteria can cause odors. If an oil gland becomes plugged and infected, it develops into a pimple. Up to 85% of teenagers get pimples, which usually go away by adulthood.",an oil gland becomes plugged and infected,it develops into a pimple
2929,15,"They are called stop codons and do not code for an amino acid. Once tRNA comes to a stop codon, the protein is set free from the ribosome. The following chart (Figure 1.3) is used to determine which amino acids correspond to which codons.",tRNA comes to a stop codon,the protein is set free from the ribosome
2930,15,"Between the ages of 9 and 13 years, girls need about 26 grams of fiber per day, and boys need about 31 grams of fiber per day. If you eat more than you need for these purposes, the extra protein is used for energy. The image below shows how many grams of protein you need each day (Figure 1.3).",you eat more than you need for these purposes,the extra protein is used for energy
2931,15,"There is some evidence that myopia is inherited. If one or both of your parents need glasses, there is an increased chance that you will too. Individuals who spend a lot of time reading, working or playing at a computer, or doing other close visual work may also be more likely to develop nearsightedness.",one or both of your parents need glasses,there is an increased chance that you will too
2932,15,"Depending on the amount of myopia, you may only need to wear glasses or contact lenses for certain activities, like watching a movie or driving a car. Or, if you are very nearsighted, they may need to be worn all the time. ",you are very nearsighted,they may need to be worn all the time
2933,15,"As you read above, an acid produces positive hydrogen ions and a base produces negative hydroxide ions. If an acid and base react together, the hydrogen and hydroxide ions combine to form water. This is represented by the equation:",an acid and base react together,the hydrogen and hydroxide ions combine to form water
2934,15,"It is placed on small strips of paper that may be red or blue. If you place a few drops of acid on a strip of blue litmus paper, the paper will turn red. You can see this in Figure 10.6.",you place a few drops of acid on a strip of blue litmus paper,the paper will turn red
2935,15,"A Geiger counter, like the one in Figure 11.4, has a tube that contains atoms of a gas. If radiation enters the tube, it turns gas atoms to ions that carry electric current. The current causes the Geiger counter to click.",radiation enters the tube,it turns gas atoms to ions that carry electric current
2936,15,"He+Energy If you count the number of protons and neutrons on each side of this equation, youll see that the numbers are the same on both sides of the arrow. This means that the equation is balanced.",you count the number of protons and neutrons on each side of this equation,youll see that the numbers are the same on both sides of the arrow
2937,15," If a nuclear chain reaction is uncontrolled, it produces a lot of energy all at once. This is what happens in an atomic bomb.",a nuclear chain reaction is uncontrolled,it produces a lot of energy all at once
2938,15,"This is what happens in an atomic bomb. If a nuclear chain reaction is controlled, it produces energy more slowly. This is what occurs in a nuclear power plant.",a nuclear chain reaction is controlled,it produces energy more slowly
2939,15,"A nuclear chain reaction is similar to a pile of wood burning. If you start one piece of wood burning, enough heat is produced by the burning wood to start the rest of the pile burning without any further help from you. You can see another example of a chain reaction at this URL:",you start one piece of wood burning,enough heat is produced by the burning wood to start the rest of the pile burning without any further help from you
2940,15,"They arent moving relative to each other. If they look only at the other children sitting near them, they will not appear to be moving. They may only be able to tell that the bus is moving by looking out the window and seeing you and the trees whizzing by.",they look only at the other children sitting near them,they will not appear to be moving
2941,15,"Direction is just as important as distance in describing motion. For example, if Mia told a friend how to reach the post office from her house, she couldnt just say, ""go 3 kilometers. '' The friend might end up at the park instead of the post office.",Mia told a friend how to reach the post office from her house,"she couldnt just say, ""go 3 kilometers"
2942,15,"Your instantaneous speed would vary throughout the trip. If the trip took a total of 1.5 hours, your average speed for the trip would be: average speed = 75 mi = 50 mi/h",the trip took a total of 1.5 hours,your average speed for the trip would be: average speed = 75 mi =
2943,15,"In the U.S., this is usually expressed in miles per hour (see Figure 12.6). If your family makes a car trip that covers 120 miles and takes 3 hours, then the cars speed is: speed = 120 mi = 40 mi/h 3h",your family makes a car trip that covers 120 miles and takes 3 hours,then the cars speed is: speed = 120 mi =
2944,15,"URL: In general, if two objects are moving at the same speed and in the same direction, they have the same velocity. If two objects are moving at the same speed but in different directions (like A and B in Figure 12.9), they have different velocities.",two objects are moving at the same speed and in the same direction,they have the same velocity
2947,15," If you know the speed of a moving object, you can also calculate the distance it will travel in a given amount of time. To do so, you would use this version of the general speed formula: distance = speed time",you know the speed of a moving object,you can also calculate the distance it will travel in a given amount of time
2948,15,"To do so, you would use this version of the general speed formula: distance = speed time For example, if a car travels at a speed of 60 km/h for 2 hours, then the distance traveled is: distance = 60 km / h",a car travels at a speed of 60 km/h for 2 hours,then the distance traveled is:
2951,15,"If the line is horizontal, as it is between B and C, velocity is not changing, so acceleration is zero. If the line slopes downward, like the line between C and D, velocity is decreasing, so acceleration is negative. You can review the concept of acceleration as well as other chapter concepts by watching the musical video at this URL:",the line slopes downward,"like the line between C and D, velocity is decreasing"
2952,15,"You can see several examples of acceleration in Figure 12.11. If you are accelerating, you may be able to feel the change in velocity. This is true whether you change your speed or your direction.",you are accelerating,you may be able to feel the change in velocity
2953,15,"In other words, one force is subtracted from the other to calculate the net force. If the opposing forces are equal in strength, the net force is zero. Thats what happens with the book on the table.",the opposing forces are equal in strength,the net force is zero
2955,15,"The bowling ball has greater mass than the basketball. However, if you were to drop both balls at the same time from the same distance above the ground, they would reach the ground together. This is true of all falling objects, unless air resistance affects one object more than another.",you were to drop both balls at the same time from the same distance above the ground,they would reach the ground together
2956,15,"For example, a falling leaf is slowed down by air resistance more than a falling acorn because of the leafs greater surface area. However, if the leaf and acorn were to fall in the absence of air (that is, in a vacuum), they would reach the ground at the same time. ",the leaf and acorn were to fall in the absence of air (that is,"in a vacuum), they would reach the ground at the same time"
2957,15,"Newtons first law of motion states that an objects motion will not change unless an unbalanced force acts on the object. If the object is at rest, it will stay at rest. If the object is in motion, it will stay in motion and its velocity will remain the same.",the object is at rest,it will stay at rest
2958,15,"If the object is at rest, it will stay at rest. If the object is in motion, it will stay in motion and its velocity will remain the same. In other words, neither the direction nor the speed of the object will change as long as the net force acting on it is zero.",the object is in motion,it will stay in motion and its velocity will
2959,15,"When a pool player pushes the pool stick against the white ball, the white ball is set into motion. Once the white ball is rolling, it rolls all the way across the table and stops moving only after it crashes into the cluster of colored balls. Then, the force of the collision starts the colored balls moving.",the white ball is rolling,it rolls all the way across the table and stops moving only after it crashes into the cluster of colored balls
2960,15,"Inertia is the tendency of an object to resist a change in its motion. If an object is already at rest, inertia will keep it at rest. If the object is already moving, inertia will keep it moving.",an object is already at rest,inertia will keep it at rest
2961,15,"If an object is already at rest, inertia will keep it at rest. If the object is already moving, inertia will keep it moving. Think about what happens when you are riding in a car that stops suddenly.",the object is already moving,inertia will keep it moving
2962,15,"This equation can also be written as: F = ma The acceleration due to gravity of an object equals 9.8 m/s2, so if you know the mass of an object, you can calculate its weight as: F = m 9.8 m/s2 As this equation shows, weight is directly related to mass.",you know the mass of an object,you can calculate its weight as: F = m
2963,15,"For example, assume that a golf ball has a mass of 0.05 kg. If the ball is traveling at a velocity of 50 m/s, its momentum is: Momentum = 0.05 kg",the ball is traveling at a velocity of 50 m/s,its momentum is: Momentum
2964,15,"However, a softball moving at a very high velocity say, 100 miles an hour would have greater momentum than a slow-rolling bowling ball. If an object isnt moving at all, it has no momentum. Thats because its velocity is zero, and zero times anything is zero.",an object isnt moving at all,it has no momentum
2965,15,"This is illustrated in Figure 15.13. If an objects weight is the same as the buoyant force acting on the object, then the object floats. This is the example on the left in Figure 15.13.",an objects weight is the same as the buoyant force acting on the object,then the object floats
2966,15,"This is the example on the left in Figure 15.13. If an objects weight is greater than the buoyant force acting on the object, then the object sinks. This is the example on the right in Figure 15.13.",an objects weight is greater than the buoyant force acting on the object,then the object sinks
2968,15,"It can take a long time to do all that work. But if you use an electric leaf blower, like the man in the figure, the job gets done much sooner. Both the leaf blower and the rake do the work of removing leaves from the yard, but the leaf blower has more power.",you use an electric leaf blower,"like the man in the figure, the job gets done much sooner"
2969,15,"For work to be done, the force must be applied in the same direction that the object moves. If a force is applied in a different direction than the object moves, no work is done. Figure 16.2 illustrates this point.",a force is applied in a different direction than the object moves,no work is done
2970,15,"So if a machine increases the force applied, it must apply the force over a shorter distance. Similarly, if a machine increases the distance over which the force is applied, it must apply less force. ",a machine increases the distance over which the force is applied,it must apply less force
2971,15,"Did you ever ride on a Ferris wheel, like the one pictured in Figure 16.20? If you did, then you know how thrilling the ride can be. A Ferris wheel is an example of a wheel and axle.",you did,then you know how thrilling the ride can be
2972,15,"For example, if mass doubles, kinetic energy also doubles. But if velocity doubles, kinetic energy increases by a factor of four. Thats because velocity is squared in the equation.",velocity doubles,kinetic energy increases by a factor of four
2973,15,"This energy is called chemical energy, and it is a form of potential energy. If the bonds between atoms are broken, the energy is released and can do work. The wood in the fireplace in Figure 17.10 has chemical energy.",the bonds between atoms are broken,the energy is released and can do work
2974,15,"The U.S. uses more oil than several other top-ten countries combined. If you also consider the population size in these countries, the differences are even more stunning. The average person in the U.S. uses a whopping 23 barrels of oil a year!",you also consider the population size in these countries,the differences are even more stunning
2975,15," If two objects have the same mass, the object with the higher temperature has greater thermal energy. Temperature affects thermal energy, but temperature isnt the same thing as thermal energy.",two objects have the same mass,the object with the higher temperature has greater thermal energy
2976,15,"Wavelength Frequency Therefore, if you know the speed of a wave and either the wavelength or wave frequency, you can calculate the missing value. For example, suppose that a wave is traveling at a speed of 2 meters per second and has a wavelength of 1 meter.",you know the speed of a wave and either the wavelength or wave frequency,you can calculate the missing value
2979,15,"It sends out ultrasound waves and detects reflected waves that bounce off underwater objects or the bottom of the water. If you watch the video at the URL below, you can see how sonar is used on a submarine. The distance to underwater objects or the bottom of the water can be calculated from the known speed of sound in water and the time it takes for the waves to travel to the object.",you watch the video at the URL below,you can see how sonar is used on a submarine
2980,15,"Nothing else in the universe is known to travel this fast. If you could move that fast, you would be able to travel around Earth 7.5 times in just 1 second! The sun is about 150 million kilometers (93 million miles) from Earth, but it takes electromagnetic radiation only 8 minutes to reach Earth from the sun.",you could move that fast,you would be able to travel around Earth 7.5 times in just 1 second
2981,15,"Wavelength Frequency Therefore, if either wavelength or frequency is known, the missing value can be calculated. Consider an electromag-netic wave that has a wavelength of 3 meters.",either wavelength or frequency is known,the missing value can be calculated
2983,15,"Too much X ray exposure may cause cancer. If youve had dental X rays, you may have noticed that a heavy apron was placed over your body to protect it from stray X rays. The apron is made of lead, which X rays cannot pass through.",youve had dental X rays,you may have noticed that a heavy apron was placed over your body to protect it from stray X rays
2984,15,"The color of light that strikes an object may also affect the color that the object appears. For example, if only blue light strikes a red apple, the blue light is absorbed and no light is reflected. When no light reflects from an object, it looks black.",only blue light strikes a red apple,the blue light is absorbed and no light
2985,15,"If light strikes a sheet of glass straight on, or perpendicular to the glass, it slows down but passes straight through. However, if light enters the glass at an angle other than 90, the wave refracts, or bends. This is illustrated in Figure change in speed, the more light bends.",light enters,"the wave refracts, or bends"
2986,15," If a surface is extremely smooth, like very still water, then an image formed by reflection is sharp and clear. This is called regular reflection.",a surface is extremely smooth,"like very still water, then an image formed by reflection is sharp and clear"
2987,15,"This is called regular reflection. If the surface is even slightly rough, an image may not form, or if there is an image, it is blurry or fuzzy. This is called diffuse reflection.",there is an image,it is blurry or fuzzy
2988,15,"Both are demonstrated in Figure 24.7. If you bring a bar magnet close to pile of paper clips, the paper clips will become temporarily magnetized, as all their magnetic domains align. As a result, the paper clips will stick to the magnet and also to each other.",you bring a bar magnet close to pile of paper clips,"the paper clips will become temporarily magnetized, as all their magnetic domains align"
2989,15,"As a result, the paper clips will no longer be magnetized or stick together. If you stroke an iron nail with a bar magnet, the nail will become a permanent (or at least long-lasting) magnet. Its magnetic domains will remain aligned even after you remove it from the magnetic field of the bar magnet.",you stroke an iron nail with a bar magnet,the nail will become a permanent (or at least long-lasting) magnet
2990,15,"Both halves would also have north and south poles. If you cut each of the halves in half, all those pieces would have north and south poles as well. Pieces of a magnet always have both north and south poles",you cut each of the halves in half,all those pieces would have north and south poles as well
2991,15,"At the center of the ridge, hot magma pushes up through the crust and hardens into rock. Once the magma hardens, the alignment of magnetic domains in the rock is frozen in place forever. The newly hardened rock is then gradually pushed away from the ridge in both directions as more magma erupts and newer rock forms.",the magma hardens,the alignment of magnetic domains in the rock is frozen in place forever
2992,15,"Thats because they do not have the same number of electrons as protons. If atoms lose electrons, they become positive ions, or cations. If atoms gain electrons, they become negative ions, or anions.",atoms lose electrons,"they become positive ions, or cations"
2993,15,"The model in Figure 5.1 is not to scale. If an atom were the size of a football stadium, the nucleus would be only about the size of a pea. The nucleus, in turn, consists of two types of particles, called protons and neutrons.",an atom were the size of a football stadium,the nucleus would be only about the size of a pea
2994,15,"To understand how gluons work, imagine holding a rubber band between your fingers. If you try to move your hands apart, they will be pulled back together by the rubber band. The farther apart you move your hands, the stronger the force of the rubber band pulling your hands together.",you try to move your hands apart,they will be pulled back together by the rubber band
2995,15,"Gluons work the same way on quarks inside protons and neutrons (and other, really rare particles too). If you were to move your hands apart with enough force, the rubber band holding them together would break. The same is true of quarks.",you were to move your hands apart with enough force,the rubber band holding them together would break
2996,15,"The same is true of quarks. If they are given enough energy, they pull apart with enough force to ""break"" the binding from the gluons. However, all the energy that is put into a particle to make this possible is then used to create a new set of quarks and gluons.",they are given enough energy,"they pull apart with enough force to ""break"" the binding from the gluons"
2997,15,"They are very difficult and expensive to study. If you want to learn more about them, including how they are studied, the URL below is a good place to start. ",you want to learn more about them,"including how they are studied, the URL below is a good place to start"
2998,15,"Outside the foil, he placed a screen of material that glowed when alpha particles struck it. If Thomsons plum pudding model were correct, the alpha particles should be deflected a little as they passed through the foil. Why?",Thomsons plum pudding model were correct,the alpha particles should be deflected a little
2999,15,"Electrons can jump from one energy level to another. If an atom absorbs energy, some of its electrons can jump to a higher energy level. If electrons jump to a lower energy level, the atom emits, or gives off, energy.",an atom absorbs energy,some of its electrons can jump to a higher energy level
3000,15,"If an atom absorbs energy, some of its electrons can jump to a higher energy level. If electrons jump to a lower energy level, the atom emits, or gives off, energy. You can see an animation at this happening at the URL below.",electrons jump to a lower energy level,"the atom emits, or gives off, energy"
3001,15,"From left to right across each row, elements are arranged by increasing atomic mass. Mendeleev discovered that if he placed eight elements in each row and then continued on to the next row, the columns of the table would contain elements with similar properties. He called the columns groups.",he placed eight elements in each row and then continued on to the next row,the columns of the table would contain elements with similar properties
3002,15,"The same elements may combine in different ratios. If they do, they form different compounds. Figure 7.2 shows some examples.",they do,they form different compounds
3003,15,"Like other group 1 elements, it has just one valence electron. If sodium loses that one electron, it will have a full outer energy level. Now find fluorine (F) in Figure 7.4.",sodium loses that one electron,it will have a full outer energy level
3004,15,"The two atoms may be the same or different elements. If the bonds form between atoms of different elements, a covalent compound forms. Covalent compounds are described in detail later in the lesson.",the bonds form between,a covalent compound forms
3005,15,"You can learn about an amazing alloy called memory wire at the URL below. If you have braces on your teeth, you may even have this alloy in your mouth! ",you have braces on your teeth,you may even have this alloy in your mouth
3006,15,"The reaction can also go in the reverse direction. If an electric current passes through water, water molecules break down into molecules of hydrogen and oxygen. This reaction would be represented by a right-to-left arrow () in Figure Many other reactions can also go in both forward and reverse directions.",an electric current passes through water,water molecules break down into molecules of hydrogen and oxygen
3007,15,"The product is one molecule of carbon dioxide. If more than one product were produced, plus signs would be used between them as well. ",more than one product were produced,plus signs would be used between them as well
3008,15,"When a solid substance is involved in a chemical reaction, only the matter at the surface of the solid is exposed to other reactants. If a solid has more surface area, more of it is exposed and able to react. Therefore, increasing the surface area of solid reactants increases the reaction rate.",a solid has more surface area,more of it is exposed and able to react
3009,15,"Any factor that helps reactants come together so they can react lowers the amount of activation energy needed to start the reaction. If the activation energy is lowered, more reactant particles can react, and the reaction occurs more quickly. How fast a reaction occurs is called the reaction rate.",the activation energy is lowered,"more reactant particles can react, and"
3010,15,"A reaction wont occur unless atoms or molecules of reactants come together. This happens only if the particles are moving, and movement takes energy. Often, reactants have to overcome forces that push them apart.",the particles are moving,and movement takes energy
3011,15,"Products+Energy If the energy is released as heat, an exothermic reaction results in a rise in temperature. Thats what happens in the exothermic reaction at the URL below.",the energy is released as heat,an exothermic reaction results in a rise in temperature
3012,15,"You can see the light energy it is giving off. If you were standing near the fire, you would also feel its heat. ",you were standing near the fire,you would also feel its heat
3013,15,"Have you ever eaten raw celery? If you have, then you probably noticed that the stalks contain long, stringy fibers. The fibers are mostly cellulose.",you have,"then you probably noticed that the stalks contain long, stringy fibers"
3014,15," If you are accelerating, you may be able to feel the change in velocity. This is true whether the change is in speed, direction, or both.",you are accelerating,you may be able to feel the change in velocity
3015,15,"When the car slows down, you feel like you are being pushed forward, especially if the change in speed is sudden. If the car changes direction and turns right, you feel as though you are being pushed to the left. With a left turn, you feel a push to the right.",the car changes direction and turns right,you feel as though you are being pushed to the left
3016,15,"The accuracy of a measurement is how close the measurement is to the true value. If you were to hit four different golf balls toward an over-sized hole, all of them might land in the hole. These shots would all be accurate because they all landed in the hole.",you were to hit four different golf balls toward an over-sized hole,all of them might land in the hole
3017,15,"The precision of measurements is how close they are to each other. If you make the same measurement twice, the answers are precise if they are the same or at least very close to one another. The golf balls in the sketch below landed quite close together in a cluster, so they would be considered precise.",you make the same measurement twice,the answers are precise if they are the same or at least very close to one another
3018,15,"You have probably used activation energy to start a chemical reaction. For example, if youve ever struck a match to light it, then you provided the activation energy needed to start a combustion reaction. When you struck the match on the box, the friction started the match head burning.",youve ever struck a match to light,then you provided the activation energy needed to start a combustion reaction
3019,15,"A reaction wont occur unless atoms or molecules of reactants come together. This happens only if the particles are moving, and movement takes energy. Often, reactants have to overcome forces that push them apart.",the particles are moving,and movement takes energy
3020,15,"Several examples of alloys are described and pictured below. If you have braces on your teeth, you might even have this alloy in your mouth! Click image to the left or use the URL below.",you have braces on your teeth,you might even have this alloy in your mouth
3021,15,"They may burn the skin, but they cant penetrate to the tissues underneath the skin. However, if alpha particles are emitted inside the body, they can do more damage. One way this can happen is by inhaling cigarette smoke.",alpha particles are emitted inside the body,they can do more damage
3022,15,"He+Energy If you count the number of protons (subscripts) as well as the number of protons plus neutrons (superscripts), youll see that the total numbers are the same on both sides of the arrow. This means that the equation is balanced.",you count the number of protons (subscripts) as well as the number of protons plus neutrons (superscripts),youll see that the total numbers are the same on both sides of the arrow
3023,15,"The cruise ship pictured in the opening image is extremely heavy, yet it stays afloat. If a steel ball with the same weight as the ship were placed in water, it would sink to the bottom. This is modeled in the Figure 1.1.",a steel ball with the same weight as the ship were placed in water,it would sink to the bottom
3024,15,"This puts an upper limit on the number of protons an atom can have and remain stable. If atoms have more than 83 protons, the electromagnetic repulsion between them is greater than the strong nuclear force of attraction between them. This makes the nucleus unstable, or radioactive, so it breaks down.",atoms have more than 83 protons,the electromagnetic repulsion between them is greater than the strong nuclear force of attraction between them
3025,15,"Its radius is only about 1/100,000 of the total radius of the atom. If an atom were the size of a football stadium, the nucleus would be about the size of a pea! Click image to the left or use the URL below.",an atom were the size of a football stadium,the nucleus would be about the size of a pea
3026,15,"A nuclear equation is balanced if the total numbers of protons and neutrons are the same on both sides of the arrow. If you compare the subscripts and superscripts on both sides of the equation above, youll see that they are the same. Q:",you compare the subscripts and superscripts on both sides of the equation above,youll see that they are the same
3027,15,"Those with more energy would be found at higher energy levels, farther from the nucleus. Bohr also hypothesized that if an electron absorbed just the right amount of energy, it would jump to the next higher energy level. Conversely, if it lost the same amount of energy, it would jump back to its original energy level.",an electron absorbed just the right amount of energy,it would jump to the next higher energy level
3028,15,"Bohr also hypothesized that if an electron absorbed just the right amount of energy, it would jump to the next higher energy level. Conversely, if it lost the same amount of energy, it would jump back to its original energy level. However, an electron could never exist in between two energy levels.",it lost the same amount of energy,it would jump back to its original energy level
3029,15,"It is a discrete, or distinct, amount of energy. If energy were water and you wanted to add it to matter in the form of a drinking glass, you couldnt simply pour the water continuously into the glass. Instead, you could add it only in small fixed quantities, for example, by the teaspoonful.",energy were water and,you couldnt simply pour the water continuously into the glass
3030,15,"Instead, you could add it only in small fixed quantities, for example, by the teaspoonful. Bohr reasoned that if electrons can absorb or lose only fixed quantities of energy, then they must vary in their energy by these fixed amounts. Thus, they can occupy only fixed energy levels around the nucleus that correspond to quantum increases in energy.",electrons can absorb or lose only fixed quantities of energy,then they must vary in their energy by these fixed
3031,15,"Q: Youve probably noticed that some things dont float in water. For example, if you drop a stone in water, it will sink to the bottom rather than floating. If buoyant force applies to all objects in fluids, why do some objects sink instead of float?",you drop a stone in water,it will sink to the bottom rather than floating
3032,15,"Have you ever eaten raw celery? If you have, then you probably noticed that Foods that are good sources of starches. the stalks contain long, stringy fibers.",you have,then you probably noticed that Foods that are good sources of starches
3033,15,"Note that when there is more than one reactant, they are separated by plus signs (+). If more than one product were produced, plus signs would be used between them as well. Iron+Oxygen Iron Oxide",more than one product were produced,plus signs would be used between them as well
3034,15,"In these compounds, the element that is farther to the left in the periodic table is written first, followed by the element that is farther to the right. If both elements are in the same group of the periodic table, the one with the higher period number is written first. Click image to the left or use the URL below.",both elements are in the same group of the periodic table,the one with the higher period number is written first
3035,15,"When a solid substance is involved in a chemical reaction, only the matter at the surface of the solid is exposed to other reactants. If a solid has more surface area, more of it is exposed and able to react. Therefore, increasing the surface area of solid reactants increases the reaction rate.",a solid has more surface area,more of it is exposed and able to react
3036,15,"How can this happen if a compound always consists of the same elements in the same ratio? A: If the same elements combine in different ratios, they form different compounds. ",the same elements combine in,they form different compounds
3037,15,"The different colors of glass transmit The color of light that strikes an object may also affect the color that the object appears. For example, if only blue light strikes green leaves, the blue light is absorbed and no light is reflected. Q: What color do you see if an object absorbs all of the light that strikes it?",only blue light strikes green leaves,the blue light is absorbed and no light
3038,15,"Why might this occur? A: If the flame isnt just blue, the methane isnt getting enough oxygen to burn completely, leaving some of the carbon unburned. The flame will also not be as hot as a completely blue flame for the same reason.",the flame isnt just,"the methane isnt getting enough oxygen to burn completely, leaving some of the carbon unburned"
3039,15,"A: Sealing the jar was important so that any gases produced in the reactions were captured and could be measured. If he hadnt sealed the jar, gases might have escaped detection. Then his results would have shown that there was less mass after the reactions than before.",he hadnt sealed the jar,gases might have escaped detection
3040,15,"This sort of observation gave Democritus the idea that atoms are in constant, random motion. If this were true, Democritus thought, then atoms must always be bumping into each other. When they do, he surmised, they either bounce apart or stick together to form clumps of atoms.",this were true,"Democritus thought, then atoms must always be bumping into each other"
3041,15,"For example, to go to the school from Jordans house, you would travel from east to west. If you wanted to go on to the post office, you would change direction at the school and then travel from south to north. ",you wanted to go on to the post office,you would change direction at the school and then travel from south to north
3042,15,"It may be represented by an arrow. If you are representing motion with an arrow, the length of the arrow represents distance, and the way the arrow points represents direction. The red arrows on the map in the Figure 1.1 are vectors for Jordans route from his house to the school and from the school to the post office.",you are representing motion with an arrow,"the length of the arrow represents distance, and"
3043,15,"The distance from Jordans house to the post office is 3 km. But if Jordan told a friend how to reach the post office from his house, he couldnt just say go 3 kilometers. The friend might end up at the park instead of the post office.",Jordan told a friend how to reach the post office from his house,he couldnt just say go 3 kilometers
3044,15,"You know that a force is a push or pull. If you push a ball, it starts to roll. If you lift a book, it moves upward.",you push a ball,it starts to roll
3045,15,"If you push a ball, it starts to roll. If you lift a book, it moves upward. Now, imagine you drop a ball.",you lift a book,it moves upward
3046,15,"Electrons can jump from a lower to the next higher energy level if they absorb this amount of energy. Conversely, if electrons jump from a higher to a lower energy level, they give off energy, often in the form of light. This explains the fireworks pictured above.",electrons jump from a higher to a lower energy level,"they give off energy, often in the form of light"
3047,15,"You can see the light energy the fire is giving off. If you were standing near the fire, you would also feel its heat. ",you were standing near the fire,you would also feel its heat
3048,15,"Materials that have been magnetized may become temporary or permanent magnets. If you bring a bar magnet close to pile of paper clips, the paper clips will become temporarily magnetized, as all their magnetic domains line up. As a result, the paper clips will stick to the magnet and also to each other (see the Figure 1.2).",you bring a bar magnet close to pile of paper clips,"the paper clips will become temporarily magnetized, as all their magnetic domains line up"
3049,15,"As a result, the paper clips will no longer be magnetized or stick together. If you stroke an iron nail with a bar magnet, the nail will become a permanent (or at least long-lasting) magnet. You can see how its done in the Figure 1.3.",you stroke an iron nail with a bar magnet,the nail will become a permanent (or at least long-lasting) magnet
3050,15,"Chemical energy is energy that is stored in the bonds between the atoms of compounds. If the bonds are broken, the energy is released and can be converted to other forms of energy. This portable guitar amplifier can run on batteries.",the bonds are broken,the energy is released and can be converted to other forms of energy
3052,15,"The unbalanced force that starts Laurens cousins rolling along on the skateboard is applied by Lauren when she gives it a push. Once an object starts moving, inertia keeps it moving without any additional force being applied. In fact, it wont stop moving unless another unbalanced force opposes its motion.",an object starts moving,inertia keeps it moving without any additional force being applied
3055,15,"Like all group 1 elements, it has just one valence electron. If sodium loses that one electron, it will have a full outer energy level, which is the most stable arrangement of electrons. Now find fluorine (F) in the periodic table Figure gains one electron, it will also have a full outer energy level and the most stable arrangement of electrons.",sodium loses that one electron,"it will have a full outer energy level, which is the most stable arrangement of electrons"
3056,15,"Q: Now can you explain why calcium chloride prevents ice from forming on a snowy road? A: If calcium chloride dissolves in water, it breaks down into its ions (Ca2+and Cl). When water has ions dissolved in it, it has a lower freezing point.",calcium chloride dissolves in,it breaks down into its ions (Ca2+and Cl)
3057,15,"Ions are atoms that have a positive or negative charge because they have unequal numbers of protons and electrons. If atoms lose electrons, they become positive ions, or cations. If atoms gain electrons, they become negative ions, or anions.",atoms lose electrons,"they become positive ions, or cations"
3058,15,"For example, the fluoride ion is represented by the symbol F, and the sodium ion is represented by the symbol Na+. If the charge is greater than one, a number is used to indicate it. For example, iron (Fe) may lose two electrons to form an ion with a charge of plus two.",the charge is greater than one,a number is used to indicate it
3059,15,"What would happen to an atoms charge if it were to gain extra electrons? A: If an atom were to gain extra electrons, it would have more electrons than protons. This would give it a negative charge, so it would no longer be neutral.",an atom were to gain extra electrons,it would have more electrons than protons
3060,15,"This equation shows that an increase in velocity increases kinetic energy more than an increase in mass. If mass doubles, kinetic energy doubles as well, but if velocity doubles, kinetic energy increases by a factor of four. Thats because velocity is squared in the equation.",velocity doubles,kinetic energy increases by a factor of four
3061,15,"The outcome of the war determines the state of matter. If particles do not have enough kinetic energy to overcome the force of attraction between them, matter exists as a solid. The particles are packed closely together and held rigidly in place.",particles do not have enough kinetic energy to overcome the force of attraction between them,matter exists as a solid
3062,15,"This explains why solids have a fixed volume and a fixed shape. If particles have enough kinetic energy to partly overcome the force of attraction between them, matter exists as a liquid. The particles can slide past one another but not pull apart completely.",particles have enough kinetic energy to partly overcome the force of attraction between them,matter exists as a liquid
3063,15,"This explains why liquids can change shape but have a fixed volume. If particles have enough kinetic energy to completely overcome the force of attraction between them, matter exists as a gas. The particles can pull apart and spread out.",particles have enough kinetic energy to completely overcome the force of attraction between them,matter exists as a gas
3064,15,"This shows that particles of the liquid have enough kinetic energy to slide over each other but not enough to pull apart completely. If you do nothing to the solid glass of the cola bottle, it will remain the same size and shape. Its particles do not have enough energy to move apart or even to slide over each other.",you do nothing to the solid glass of the cola bottle,it will remain the same size and shape
3065,15,"This is called regular reflection (also called specular reflection). However, if the surface is even slightly rough or bumpy, an image may not form, or if there is an image, it is blurry or fuzzy. This is called diffuse reflection.",there is an image,it is blurry or fuzzy
3066,15,"A: Youve probably looked through a hand lens before. If you have, then you know that the image it produces is right-side up. Therefore, the first diagram must show how a hand lens makes an image.",you have,then you know that the image it produces is right-side up
3067,15,"At the center of the ridge, hot magma pushes up through the crust and hardens into rock. Once the magma hardens, the alignment of magnetic domains in the rock is frozen in place forever. Magnetic domains are regions in the rocks where all the atoms are lined up and pointing toward Earths north magnetic pole.",the magma hardens,the alignment of magnetic domains in the rock is frozen in place forever
3068,15,"A: Both halves of the magnet would also have north and south poles. If you cut each of the halves in half, all those pieces would have north and south poles as well. Pieces of a magnet always have both north and south poles",you cut each of the halves in half,all those pieces would have north and south poles as well
3069,15,"From left to right across each row, elements are arranged by increasing atomic mass. Mendeleev discovered that if he placed eight elements in each row and then continued on to the next row, the columns of the table would contain elements with similar properties. He called the columns groups.",he placed eight elements in each row and then continued on to the next row,the columns of the table would contain elements with similar properties
