,PatternID,Text,Cause,Effect,cause_question,effect_question,cause_recalls,effect_recalls,cause_f1,effect_f1
2525,15,"It is placed on small strips of paper that may be red or blue. If you place a few drops of a base on a strip of red litmus paper, the paper will turn blue. You can see this in the Figure 1.1.",you place a few drops of a base on a strip of red litmus paper,the paper will turn blue,"what causes the paper to turn blue ?
","what happens if you place a few drops of a base on a strip of red litmus paper ?
",1.0,0.75,0.96,1.0
2526,15,"The sun is about 150 million kilometers (93 million miles) from Earth, but it takes electromagnetic radiation only 8 minutes to reach Earth from the sun. If you could move that fast, you would be able to travel around Earth 7.5 times in just 1 second! ",you could move that fast,you would be able to travel around Earth 7.5 times in just 1 second,"why would you be able to travel around earth 7 . 5 times in just 1 second ?
","what would happen if you could move that fast ?
",1.0,0.9285714290000001,0.0,0.8965517241379308
2527,15,"Frequency Therefore, if either wavelength or frequency is known, the missing value can be calculated. Consider an electromag-netic wave that has a wavelength of 3 meters.",either wavelength or frequency is known,the missing value can be calculated,"how can the missing value be calculated ?
","if either wavelength or frequency is known , how can the missing value be calculated ?
",1.0,1.0,0.923076923076923,0.0
2528,15,"A protein molecule is made from one or more long chains of amino acids, each linked to its neighbors by covalent bonds. If a protein has more than one chain, the chains are held together by weaker bonds, such as hydrogen bonds. The sequence of amino acids in chains and the number of chains in a protein determine the proteins shape.",a protein has more than one chain,"the chains are held together by weaker bonds, such as hydrogen bonds","when are the chains held together by weaker bonds ?
","what happens if a protein has more than one chain ?
",1.0,0.636363636,0.923076923076923,1.0
2529,15,"This means that the compound pulley multiplies the force applied to it by a factor of 4. For example if 400 Newtons of force were applied to the pulley, the pulley would apply 1600 Newtons of force to the load. ",400 Newtons of force were applied to the pulley,the pulley would apply 1600 Newtons of force to the load,"what would result in 1600 newtons of force being applied to the load ?
","what would happen if 400 newtons of force were applied to the pulley ?
",1.0,0.7777777779999999,0.6153846153846153,1.0
2530,15,"A: From the periodic table, the atomic number of polonium is 84, so it has 84 protons. If it loses two protons through alpha decay, it will have 82 protons. Atoms with 82 protons are the element lead (Pb).",it loses two protons through alpha decay,it will have 82 protons,"what causes polonium to have 82 protons ?
","what happens if polonium loses two protons through alpha decay ?
",0.857142857,0.6,0.9333333333333332,1.0
2531,15,"Q: Did you ever make a volcano by pouring vinegar over a mountain of baking soda? If you did, you probably saw the mixture bubble up and foam over. Did a chemical reaction occur?",you did,you probably saw the mixture bubble up and foam over,"if you poured vinegar over a mountain of baking soda , what would you see bubble up and foam over ?
","what happens when vinegar is poured over a mountain of baking soda ?
",0.0,0.666666667,0.2857142857142857,0.8571428571428571
2532,15,"You can also hear sounds through the inside walls of a house. For example, if you put your ear against a wall, you may be able to eavesdrop on a conversation in the next roomnot that you would, of course. ",you put your ear against a wall,"you may be able to eavesdrop on a conversation in the next roomnot that you would, of course","how can you eavesdrop on conversations in the next room ?
","what can you do if you put your ear against a wall ?
",1.0,0.3125,0.923076923076923,0.4545454545454545
2533,15," If you know the average speed of a moving object, you can calculate the distance it will travel in a given period of time or the time it will take to travel a given distance. To calculate distance from speed and time, use this version of the average speed formula given above: distance = speed time",you know the average speed of a moving object,you can calculate the distance it will travel in a given period of time or the time it will take to travel a given distance,"how can you calculate the time it will take to travel a given distance ?
","what can you do if you know the average speed of a moving object ?
",1.0,0.523809524,0.9333333333333332,1.0
2534,15,"To calculate distance from speed and time, use this version of the average speed formula given above: distance = speed time For example, if a car travels at an average speed of 60 km/h for 5 hours, then the distance it travels is: distance = 60 km",a car travels at an average speed of 60 km/h for 5 hours,then the distance it travels is:,"what is an example of a car traveling at an average speed of 60 km / h ?
","what happens if a car travels at an average speed of 60 km / h for 5 hours ?
",0.9090909090000001,0.2,0.7142857142857143,0.0
2535,15," Even if speed varies during the course of a trip, its easy to calculate the average speed by using this formula: speed = distance time",speed varies during the course of a trip,its easy to calculate the average speed by using this formula:,"what makes it easy to calculate the average speed ?
","even if speed varies during the course of a trip , how can one calculate the average speed ?
",1.0,0.5,0.0,0.5714285714285715
2536,15,"As a result of this transfer of electrons, positive charges build up on the mat and negative charges build up on you. Once an object becomes electrically charged, it is likely to remain charged until it touches another object or at least comes very close to another object. Thats because electric charges cannot travel easily through air, especially if the air is dry.",an object becomes electrically charged,it is likely to remain charged until it touches another object or at least comes very close to another object,"what causes an object to remain charged until it touches another object ?
","what happens when an object becomes electrically charged ?
",1.0,0.45,0.8888888888888891,1.0
2537,15,"Assume that you have walked across a wool carpet in rubber-soled shoes and become negatively charged. If you then reach out to touch a metal doorknob, electrons in the neutral metal will be repelled and move away from your hand before you even touch the knob. In this way, one end of the doorknob becomes positively charged and the other end becomes negatively charged.",you then reach out to touch a metal doorknob,electrons in the neutral metal will be repelled and move away from your hand before you even touch the knob,"what causes electrons in neutral metal to be repelled and move away from your hand ?
","what happens if you reach out to touch a doorknob ?
",0.75,0.666666667,0.9411764705882352,1.0
2538,15,"Electrons are transferred in this way whenever there is friction between materials that differ in their ability to give up or accept electrons. Q: If you rub a balloon against a wall, it may stick to the wall. Explain why.",you rub a balloon against a wall,it may stick to the wall,"what can cause an electron to stick to a wall ?
","what happens if you rub a balloon against a wall ?
",1.0,0.6,0.9090909090909092,1.0
2539,15,"Atoms are neutral in electric charge because they have the same number of negative electrons as positive protons. However, if atoms lose or gain electrons, they become charged particles called ions. You can see how this happens in the Figure 1.1.",atoms lose or gain electrons,they become charged particles called ions,"what causes atoms to become charged particles called ions ?
","what happens to atoms if they lose or gain electrons ?
",1.0,0.833333333,0.9090909090909092,1.0
2540,15,"If the line is horizontal, as it is between 4 and 7 seconds, velocity is constant and acceleration is zero. If the line slopes downward, like the line between 7 and 10 seconds, velocity is decreasing and acceleration is negative. Negative acceleration is called deceleration.",the line slopes downward,"like the line between 7 and 10 seconds, velocity is decreasing and acceleration is negative","when is velocity decreasing and acceleration is negative ?
","what happens if the line slopes downward ?
",1.0,0.5,0.42857142857142855,0.5384615384615384
2541,15,"When light is absorbed, the added energy increases the temperature of matter. If you get into a car that has been sitting in the sun all day, the seats and other parts of the cars interior may be almost too hot to touch, especially if they are black or very dark in color. Thats because dark colors absorb most of the sunlight that strikes them.",you get into a car that has been sitting in the sun all day,"the seats and other parts of the cars interior may be almost too hot to touch, especially if they are black or very dark in color","what can make the interior of a car too hot to touch ?
","what can happen to a car that has been sitting in the sun all day ?
",0.75,0.25,0.09523809523809523,0.7368421052631579
2542,15,"Reflection may be regular or diffuse. If the surface is very smooth, like a mirror, the reflected light forms a very clear image. This is called regular, or specular, reflection.",the surface is very smooth,"like a mirror, the reflected light forms a very clear image","when does a mirror form a very clear image ?
","what happens when the surface is very smooth ?
",1.0,0.5,0.8888888888888891,0.8571428571428571
2543,15,"For example, an atom of gold has the same melting point as a gold coin. If we could see it, it would have the same color. Elements are also pure substances.",we could see it,it would have the same color,"how would an atom of gold have the same color as a gold coin ?
","what would happen to an atom of gold if we could see it ?
",1.0,0.8,0.8888888888888891,1.0
2544,15,"This is much like how atoms combine to become everything we know. If we took only one size and shape of block and put them together, we would make a pure substance. It would be an element.",we took only one size and shape of block and put them together,we would make a pure substance,"how would we make a pure substance ?
","what would happen if we took only one size and shape of block and put it together ?
",0.923076923,1.0,0.962962962962963,1.0
2545,15,"It would be an element. If you take apart anything that you have built, those individual parts are like the atoms. With those small parts, you build bigger things.",you take apart anything that you have built,those individual parts are like the atoms,"what would be an element ?
","what happens if you take apart anything that you have built ?
",1.0,0.0,0.9411764705882352,1.0
2546,15,"The model in Figure above is not to scale. If an atom were the size of a football stadium, the nucleus would be only about the size of a pea. The nucleus, in turn, consists of two types of particles, called protons and neutrons.",an atom were the size of a football stadium,the nucleus would be only about the size of a pea,"what size would the nucleus of an atom be ?
","if an atom were the size of a football stadium , how big would the nucleus be ?
",1.0,0.625,0.5714285714285715,0.6666666666666666
2547,15,"This seemed to show that light consists of particles. However, if the camera was exposed to the light for a long time, the pinpoints accumulated in bands that resembled interfering waves. Therefore, the experiment showed that light seems to consist of particles that act like waves.",the camera was exposed to the light for a long time,the pinpoints accumulated in bands that resembled interfering waves,"how did the experiment show that light consists of waves ?
","what happened if the camera was exposed to light for a long time ?
",1.0,0.25,0.6399999999999999,1.0
2548,15,"Speed Frequency Therefore, if you know the speed of a wave and either the wavelength or wave frequency, you can calculate the missing value. For example, suppose that a wave is traveling at a speed of 2 meters per second and has a wavelength of 1 meter.",you know the speed of a wave and either the wavelength or wave frequency,you can calculate the missing value,"how can you calculate the missing value of a wave ?
","if you know the speed of a wave and either the wavelength or wave frequency , what can you do ?
",1.0,1.0,0.9565217391304348,1.0
2549,15,"For work to be done, the force must be applied in the same direction that the object moves. If a force is applied in a different direction than the object moves, no work is done. The Figure 1.1 illustrates this point.",a force is applied in a different direction than the object moves,no work is done,"what causes no work to be done ?
","what happens if a force is applied in a different direction than the object moves ?
",1.0,0.75,0.9473684210526316,1.0
2550,44,"Relative age means age in comparison with other rocks, either younger or older. The relative ages of rocks are important for understanding Earths history. New rock layers are always deposited on top of existing rock layers.",understanding Earths history,The relative ages of rocks are important,"what are the relative ages of rocks important for ?
","what is important for understanding earths history ?
",1.0,1.0,0.8571428571428571,0.8
2551,44,"So carbon- 14 dating is useful for specimens younger than 50,000 years old. Thats a blink of an eye in geologic time.","specimens younger than 50,000 years old",14 dating is useful,"what age is carbon - 14 dating useful for ?
","what is useful for specimens younger than 50 , 000 years old ?
",0.833333333,1.0,0.6666666666666666,0.5714285714285715
2552,44,"People can stay underwater for up to 9 hours. Alvin has been essential for developing a scientific understanding the worlds oceans. Today, remote-control vehicles, called remotely operated vehicles (ROVs) go to the deepest ocean floor.",developing a scientific understanding the worlds oceans,Alvin has been essential,"what has alvin been essential for ?
","what has alvin done for developing a scientific understanding of the worlds oceans ?
",1.0,1.0,0.9090909090909092,0.4
2553,44,"We also need to know direction. Direction is important for describing moving objects. For example, a wind blows a storm over your school.",describing moving objects,Direction is important,"what is direction important for ?
","what is important for describing moving objects ?
",1.0,1.0,1.0,0.5
2554,44,Satellites orbit high above the Earth in several ways. Different orbits are important for viewing different things about the planet. ,viewing different things about the planet,Different orbits are important,"what are different orbits important for ?
","what is important for viewing different things about the planet ?
",1.0,1.0,0.9090909090909092,0.0
2555,44,"Think about all the ways people use water at home. Besides drinking it, they use it for cooking, bathing, washing dishes, doing laundry, and flushing toilets. The water used inside homes goes down the drain.","cooking, bathing, washing dishes, doing laundry, and flushing toilets","Besides drinking it, they use it","besides drinking water , what other uses do people use it for ?
","how do people use water at home ?
",0.0,0.666666667,0.9473684210526316,0.0
2556,44,Municipal refers to the community. Households and businesses in a community are also responsible for polluting the water supply. For example: People apply chemicals to their lawns.,polluting the water supply,Households and businesses in a community are also responsible,"what are households and businesses in a community responsible for ?
","who is responsible for polluting the water supply ?
",1.0,0.875,1.0,0.7692307692307693
2557,44," There are two basic types of strategies for reducing pollution from fossil fuels: 1. Use less fossil fuel to begin with. 2. When fossil fuels must be used, prevent the pollution from entering the air.",reducing pollution from fossil fuels,There are two basic types of strategies,"what are the two basic strategies for ?
","how many types of strategies are there for reducing pollution from fossil fuels ?
",1.0,0.571428571,1.0,0.25
2558,44,"Skylab was used to study the effects of staying in space for long period. Devices on board were and for studying the Sun. Skylab reentered Earths atmosphere in 1979, sooner than expected.",studying the Sun,Devices on board were and,"what was the purpose of the devices on board skylab ?
","what was on skylab to study the sun ?
",0.5,0.6,0.8,0.7499999999999999
2559,44,Its gravity was not high enough to clear its orbit. Ceres fails the fourth criterion for being a planet. Ceres is now considered a dwarf planet along with Pluto.,being a planet,Ceres fails the fourth criterion,"what criterion does ceres fail to meet ?
","what is the fourth criterion for being a planet ?
",1.0,0.5,0.5714285714285715,0.0
2560,44,"Cooking your food takes energy, and so does keeping it cold in the refrigerator or the freezer. The same is true for heating or cooling your home. Whether you are turning on a light in the kitchen or riding in a car to school, you are using energy.",heating or cooling your home,The same is true,"what is an example of how energy can be used ?
","how is energy used in heating or cooling your home ?
",1.0,0.333333333,0.2,0.0
2561,44,"Natural gas is delivered to homes, where it is used for cooking and heating. Natural gas is also a major energy source for powering turbines to make electricity. Natural gas releases most of its energy as heat when it burns.",powering turbines to make electricity,Natural gas is also a major energy source,"natural gas is also a major energy source for what ?
","how is natural gas used to make electricity ?
",0.6,1.0,1.0,0.0
2562,44,"Coal is a solid hydrocarbon. Coal is useful as a fuel, especially for generating electricity. ",generating electricity,"Coal is useful as a fuel, especially","for what purpose is coal useful as a fuel ?
","is coal useful for generating electricity ?
",1.0,0.833333333,0.8,0.9090909090909092
2563,44,Geothermal energy is not economical everywhere. Many parts of the world do not have underground sources of heat that are close enough to the surface for building geothermal power plants. ,building geothermal power plants,Many parts of the world do not have underground sources of heat that are close enough to the surface,"many parts of the world do not have underground sources of heat that are close enough to the surface for what ?
","why is it difficult to build geothermal power plants ?
",0.75,1.0,0.8888888888888891,0.8666666666666666
2564,44,"Although not yet widely used, many believe tidal power has more potential than wind or solar power for meeting alternative energy needs. Quest radio looks at plans for harnessing power from the sea by San Francisco and along the northern California coast. Learn more at:",harnessing power from the sea by San Francisco and along the northern California coast,Quest radio looks at plans,"what does quest radio look at ?
","what does quest radio look at ?
",0.0,0.6,0.923076923076923,0.10526315789473682
2565,44," Radioactivity turned out to be useful for dating Earth materials and for coming up with a quantitative age for Earth. Scientists not only date ancient rocks from Earths crust, they also date meteorites that formed at the same time Earth and the rest of the solar system were forming.",dating Earth materials,Radioactivity turned out to be useful,"what was radioactivity useful for ?
","what did scientists discover about radioactivity for dating earth materials ?
",1.0,0.333333333,0.375,0.2857142857142857
2566,44,"A century ago, a single farmer produced enough food for 2.5 people, but now a farmer can feed more than 130 people. The Green Revolution is credited for feeding 1 billion people that would not otherwise have been able to live. ",feeding 1 billion people that would not otherwise have been able to live,The Green Revolution is credited,"what is the green revolution credited for ?
","who is credited for feeding 1 billion people that would not otherwise have been able to live ?
",1.0,1.0,0.962962962962963,0.6666666666666666
2567,44,"Why do you think California cities are among those with the worst air pollution? The state has the right conditions for collecting pollutants including mountain ranges that trap smoggy air, arid and sometimes windless conditions, agriculture, industry, and lots and lots of cars. Rank 1 2 3 4 5 6 7 8 9 10 City, State Los Angeles area, California Visalia-Porterville, California Bakersfield-Delano, California Fresno-Madera, California Hanford-Corcoran, California Sacramento area, California Houston area, Texas Dallas-Fort Worth,",collecting pollutants including mountain ranges,The state has the right conditions,"what does the state have the right conditions for ?
","why do california cities have the worst air pollution ?
",0.0,0.75,0.5714285714285715,0.7272727272727273
2568,44,What traits do you think an index fossil should have? To become an index fossil the organism must have (1) been widespread so that it is useful for identifying rock layers over large areas and (2) existed for a relatively brief period of time so that the approximate age of the rock layer is immediately known. Many fossils may qualify as index fossils (Figure below).,identifying rock layers over large areas,it is useful,"what is an index fossil useful for ?
","what must an organism have been widespread so that it can identify rock layers over large areas ?
",0.833333333,0.666666667,1.0,0.1621621621621622
2569,44," Stenos and Smiths principles are essential for determining the relative ages of rocks and rock layers. In the process of relative dating, scientists do not determine the exact age of a fossil or rock but look at a sequence of rocks to try to decipher the times that an event occurred relative to the other events represented in that sequence.",determining the relative ages of rocks and rock layers,Stenos and Smiths principles are essential,"what are stenos and smiths principles essential for ?
","what is essential for determining the relative ages of rocks and rock layers ?
",1.0,1.0,1.0,0.8
2570,44,"Ceres orbits the Sun, is round, and is not a moon. As part of the asteroid belt, its orbit is full of other smaller bodies, so Ceres fails the fourth criterion for being a planet. ",being a planet,Ceres fails the fourth criterion,"what does ceres fail the fourth criterion for ?
","what is the fourth criterion for being a planet ?
",1.0,0.75,1.0,0.0
2571,44,Normal faults can be huge. They are responsible for uplifting mountain ranges in regions experiencing tensional stress. ,uplifting mountain ranges in regions experiencing tensional stress,They are responsible,"what are normal faults responsible for ?
","how are normal faults responsible for uplifting mountain ranges ?
",0.375,0.666666667,1.0,0.0
2572,44,"Although the dam protects crops and settlements from the annual floods, farmers must now use fertilizers to feed their cops. Floods are also responsible for moving large amounts of sediments about within streams. These sediments provide habitats for animals, and the periodic movement of sediment is crucial to the lives of several types of organisms.",moving large amounts of sediments about within streams,Floods are also responsible,"what are floods responsible for ?
","what is responsible for moving large amounts of sediments about within streams ?
",1.0,0.75,1.0,0.4
2573,44,"Geothermal energy is clean and safe. The energy source is renewable since hot rock is found everywhere in the Earth, although in many parts of the world the hot rock is not close enough to the surface for building geothermal power plants. In some areas, geothermal power is common (Figure 1.1).",building geothermal power plants,although in many parts of the world the hot rock is not close enough to the surface,"what is hot rock not close enough to the surface for in many parts of the world ?
","is hot rock close to the surface for building geothermal power plants ?
",1.0,0.9285714290000001,1.0,0.4166666666666666
2574,44,"It is important for anyone who intends to dig a well to know how deep beneath the surface the water table is. When the water table is close to the surface, wells are a convenient method for extracting water. When the water table is far below the surface, specialized equipment must The top of the stream is the top of the water table.",extracting water,"When the water table is close to the surface, wells are a convenient method","when the water table is close to the surface , wells are a convenient method for what ?
","when are wells useful for extracting water ?
",1.0,1.0,1.0,0.7777777777777778
2575,44,"Without the atmosphere, Earth would look a lot more like the Moon. Atmospheric gases, especially carbon dioxide (CO2) and oxygen (O2), are extremely important for living organisms. How does the atmosphere make life possible?",living organisms,"Atmospheric gases, especially carbon dioxide (CO2) and oxygen (O2), are extremely important","atmospheric gases are extremely important for what ?
","why is the atmosphere important for living organisms ?
",1.0,0.41666666700000005,1.0,0.0
2576,44,"The process of splitting atoms creates radioactive waste, which remains dangerous for thousands or hundreds of thousands of years. As yet, there is no long-term solution for storing this waste. The development of nuclear power plants has been on hold for three decades.",storing this waste,"As yet, there is no long-term solution","what is there no long - term solution for ?
","is there a long term solution for storing radioactive waste ?
",0.666666667,0.571428571,1.0,0.8333333333333333
2577,44," Once the oil is in the water, there are three types of methods for dealing with it: 1. Removal:",dealing with it,"Once the oil is in the water, there are three types of methods","what are the three types of methods for removing oil from water ?
","how many types of methods are there for dealing with oil in water ?
",0.666666667,0.636363636,0.0,0.16666666666666669
2578,44,"Using the rules listed above, try to figure out the geologic history of the geologic column. The Grand Canyon is full mostly of sedimentary rocks, which are important for deciphering the geologic history of a region. In the Grand Canyon, the rock layers are exposed like a layer cake.",deciphering the geologic history of a region,"The Grand Canyon is full mostly of sedimentary rocks, which are important","what are the sedimentary rocks in the grand canyon important for ?
","what is important for deciphering the geologic history of a region ?
",1.0,0.545454545,0.9090909090909092,0.8421052631578948
2579,44,"Sedimentary rock layers that are not horizontal are deformed. Since sedimentary rocks follow these rules, they are useful for seeing the effects of stress on rocks. Sedimentary rocks that are not horizontal must have been deformed.",seeing the effects of stress on rocks,they are useful,"what are sedimentary rocks that are not horizontal useful for ?
","are sedimentary rocks useful for seeing the effects of stress on rocks ?
",1.0,0.666666667,0.923076923076923,0.5
2580,44,Scientists control water pollution by sam-pling the water and studying the pollutants that are in the water. The United Nations and other international groups are working to improve global water quality standards by pro-viding the technology for treating water. These organizations also educate people in how to protect and improve the quality of the water they use (Figure 1.1).,treating water,The United Nations and other international groups are working to improve global water quality standards by pro-viding the technology,"what technology is being pro - vided by the united nations and other international groups ?
","who is working to improve the quality of water ?
",0.5,0.470588235,0.6666666666666666,0.5217391304347826
2581,44,"With its half-life, the technique is used to date rocks from 100,000 years to over a billion years old. The technique has been useful for dating fairly young geological materials and deposits containing the bones of human ancestors. ",dating fairly young geological materials and deposits containing the bones of human ancestors,The technique has been useful,"what has the half - life technique been useful for ?
","how has the technique been used for dating rocks with the half - life ?
",0.083333333,1.0,0.96,0.0
2582,44, Radiometric dating is a very useful tool for dating geological materials but it does have limits: 1. The material being dated must have measurable amounts of the parent and/or the daughter isotopes.,dating geological materials,Radiometric dating is a very useful tool,"radiometric dating is a very useful tool for what ?
","what is the benefit of using radiometric dating for dating geological materials ?
",1.0,1.0,0.8571428571428571,0.0
2583,44,"2. Radiometric dating is not very useful for determining the age of sedimentary rocks. To estimate the age of a sedimentary rock, geologists find nearby igneous rocks that can be dated and use relative dating to constrain the age of the sedimentary rock.",determining the age of sedimentary rocks,Radiometric dating is not very useful,"what is radiometric dating not very useful for ?
","why is radiometric dating not useful for determining the age of sedimentary rocks ?
",1.0,1.0,0.9090909090909092,0.06451612903225806
2584,44,"If any lead is found in a zircon crystal, it can be assumed that it was produced from the decay of uranium. Uranium-lead dating is useful for dating igneous rocks from 1 million years to around 4.6 billion years old. Zircon crystals from Australia are 4.4 billion years old, among the oldest rocks on the planet.",dating igneous rocks from 1 million years to around 4.6 billion years old,Uranium-lead dating is useful,"what is uranium - lead dating useful for ?
","how is uranium - lead dating used to date igneous rocks ?
",0.307692308,0.75,0.8888888888888891,0.0
2585,44,"Atlantis on the launch pad in 2006. Since 1981, the space shuttle has been the United States primary vehicle for carrying people and large equipment into space. ",carrying people and large equipment into space,"Since 1981, the space shuttle has been the United States primary vehicle","what has the space shuttle been used for since 1981 ?
","how long has the space shuttle been used for carrying people and equipment into space ?
",0.857142857,0.6,0.9333333333333332,0.33333333333333337
2586,44,Seismic waves travel outward in all directions from where the ground breaks and are picked up by seismographs around the world. Two types of seismic waves are most useful for learning about Earths interior. ,learning about Earths interior,Two types of seismic waves are most useful,"what are the two types of seismic waves most useful for ?
","how many types of seismic waves are most useful for learning about earths interior ?
",1.0,1.0,0.8888888888888891,0.4
2587,44,"Prominences are also visible during a total solar eclipse. Most of the imagery comes from SDOs AIA instrument; different colors represent different temperatures, a common technique for observing solar features. SDO sees the entire disk of the Sun in extremely high spatial and temporal resolution, allowing scientists to zoom in on notable events such as flares, waves, and sunspots.",observing solar features,"Most of the imagery comes from SDOs AIA instrument; different colors represent different temperatures, a common technique","what is the sdos aia instrument used for ?
","are prominences visible during a total solar eclipse ?
",0.333333333,0.2,0.6666666666666666,0.0
2588,44,"Early Greek astronomers thought this was two different bodies and assigned the names Phosphorus and Hesperus to the morning and evening apparitions respectively. Pythagoras is given credit for being the first to realize that these two bodies were in fact the same planet, a notion he arrived at through observation and geometrical calculations. Pythagoras was also one of the first to think that the Earth was round, a theory that was finally proved around 330 BCE by Aristotle.",being the first,Pythagoras is given credit,"what credit does pythagoras have for realizing that phosphorus and hesperus were the same planet ?
","who was the first to realize that phosphorus and hesperus were the same planet ?
",0.5,0.5,0.15384615384615385,0.4
2589,44,"The outermost ring indicates when the tree stopped growing; that is, when it died. The tree-ring record is extremely useful for finding the age of ancient structures. ",finding the age of ancient structures,The tree-ring record is extremely useful,"what is the tree - ring record extremely useful for ?
","is the tree - ring record useful for finding the age of ancient structures ?
",1.0,0.8,0.9090909090909092,0.7272727272727272
2590,44," Besides tree rings, other processes create distinct yearly layers that can be used for dating. On a glacier, snow falls in winter but in summer dust accumulates.",dating,"Besides tree rings, other processes create distinct yearly layers that can be used","other than tree rings , other processes create distinct yearly layers that can be used for what ?
","other than tree rings , what else can be used for dating ?
",1.0,0.923076923,1.0,0.375
2591,44,"Most mollusks have a distinct head region. The head may have tentacles for sensing the environment and grasping food. Mollusks generally have a muscular foot, which may be used for walking or other purposes.",sensing the environment and grasping food,The head may have tentacles,"what are the tentacles used for ?
","what part of the head is used to sense the environment and grasping food ?
",0.8,0.25,0.9090909090909092,0.4
2592,44,"Each cell must carry out basic life processes in order to survive and help keep the body alive. Most human cells also have characteristics for carrying out other, special functions. For example, muscle cells have extra mitochondria to provide the energy needed to move the body.","carrying out other, special functions",Most human cells also have characteristics,"what do most human cells have characteristics for ?
","do human cells have characteristics for carrying out special functions ?
",0.8,0.833333333,1.0,0.6666666666666666
2593,44,"Platelets stick to tears in blood vessels and to each other, helping to form a clot at the site of injury. Platelets also release chemicals that are needed for clotting to occur. ",clotting to occur,Platelets also release chemicals that are needed,"platelets release chemicals that are needed for what ?
","how do platelets help to form a clot ?
",0.333333333,0.857142857,0.8571428571428571,0.0
2594,44,"Encourage your family to recycle if they dont already. Even if you dont have curbside recycling where you live, there are likely to be recycling drop boxes or centers available for recycling many items. If you have recycling bins at school, be sure to use them.",recycling many items,"Even if you dont have curbside recycling where you live, there are likely to be recycling drop boxes or centers available","what are recycling drop boxes or centers available for ?
","is there a place where you can get a drop box or center for recycling ?
",0.333333333,0.333333333,0.8571428571428571,0.6666666666666666
2595,44,"Generally, it takes less energy to reuse an item than to recycle it, so choose this option over recycling when you can. Here are some specific tips for reusing natural resources: Consider mending or repairing worn or broken items rather than throwing them out and replacing them. Shop with reuse in mind.",reusing natural resources: Consider mending or repairing worn or broken items rather than throwing them out and replacing them,Here are some specific tips,"what are some specific tips for reusing natural resources ?
","what are some tips for reusing natural resources ?
",0.15789473699999998,0.8,0.8,0.0
2596,44, How is the information for making proteins encoded in DNA? The answer is the genetic code.,making proteins,How is the information,"what is encoded in dna ?
","what is the genetic code ?
",0.0,0.333333333,0.0,0.0
2597,44,"For example, finch number 1 in Figure 7.4 used its large, strong beak to crack open and eat big, tough seeds. Finch number 4 had a long, pointed beak that was ideal for eating insects. This seemed reasonable, but how had it come about?",eating insects,"Finch number 4 had a long, pointed beak that was ideal","what was the beak of finch number 4 ideal for ?
","how did the finch number 4 come about ?
",0.0,0.6,1.0,0.14285714285714288
2598,44, Fossils are useful for reconstructing the past only if they can be dated. Scientists need to determine when the organisms lived who left behind the fossils.,reconstructing the past,Fossils are useful,"what are fossils useful for if they can be dated ?
","are fossils useful for reconstructing the past if they can be dated ?
",1.0,1.0,0.8,0.4
2599,44,"Their activity at night. An elongated, toothed snout used for slashing the fish that they eat, as seen in sawsharks. Teeth used for grasping and crushing shellfish, a characteristic of bullhead sharks.",slashing the fish that they eat,"An elongated, toothed snout used","what is the snout used for ?
","what is used for slashing the fish that they eat ?
",1.0,0.5,0.9090909090909092,0.8571428571428571
2600,44,"An elongated, toothed snout used for slashing the fish that they eat, as seen in sawsharks. Teeth used for grasping and crushing shellfish, a characteristic of bullhead sharks. A whisker-like organ named barbels that help sharks find food, a characteristic of carpet sharks.","grasping and crushing shellfish, a characteristic of bullhead sharks",Teeth used,"what are the teeth used for ?
","what is a characteristic of bullhead sharks ?
",0.5,1.0,0.6153846153846154,0.4444444444444445
2601,44,"But how do all these pieces fit together? James Watson and Francis Crick won the Nobel Prize in 1962 for piecing together the structure of DNA. Together with the work of Rosalind Franklin and Maurice Wilkins, they determined that DNA is made of two strands of nucleotides formed into a double helix, or a two-stranded spiral, with the sugar and phosphate groups on the outside, and the paired bases connecting the two strands on the inside of the helix (Figure 1.1).",piecing together the structure of DNA,James Watson and Francis Crick won the Nobel Prize in 1962,"why did james watson and francis crick win the nobel prize in 1962 ?
","who won the nobel prize for piecing together the structure of dna ?
",1.0,0.9,0.9090909090909092,0.6666666666666666
2602,44,"They break down dead materials and waste products and recycle nutrients back into the environment. The recycling of nutrients, such as nitrogen, by bacteria, is essential for living organisms. Organisms cannot produce nutrients, so they must come from other sources.",living organisms,"The recycling of nutrients, such as nitrogen, by bacteria, is essential","the recycling of nutrients by bacteria is essential for what ?
","what is essential for living organisms ?
",1.0,0.7,1.0,0.4615384615384615
2603,44,"In most species, a muscular foot, which helps the mollusk move. Some mollusks use the foot for burrowing into the sand, and others use it for jet-propulsion. 3.",burrowing into the sand,Some mollusks use the foot,"what do some mollusks use the foot for ?
","do some mollusks use the foot for jet - propulsion ?
",0.0,1.0,0.8571428571428571,0.2
2604,44,"Fresh water is also preserved by purifying wastewater. Wastewater is water that has been used for cleaning, washing, flushing, or manufacturing. It includes the water that goes down your shower drain and that is flushed down your toilet.","cleaning, washing, flushing, or manufacturing",Wastewater is water that has been used,"what is wastewater used for ?
","what type of water is used for cleaning , flushing , or manufacturing ?
",0.8,0.428571429,0.9090909090909092,0.25
